16/06/21 16:11:25
122 seconds passed 
942b37b9b20c        9.60%               49.16 MB / 16.78 GB   0.29%               2.295 GB / 1.029 GB   0 B / 36.86 kB      0
16/06/21 16:12:51
208 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.62%               692.4 MB / 16.78 GB   4.13%               12.66 MB / 1.815 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               431.8 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.6 MB / 1.199 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.16 MB / 16.78 GB   0.29%               2.295 GB / 1.029 GB   0 B / 36.86 kB      0
16/06/21 16:12:53
210 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.43%               692.4 MB / 16.78 GB   4.13%               12.66 MB / 1.815 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               431.8 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.6 MB / 1.199 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.16 MB / 16.78 GB   0.29%               2.295 GB / 1.029 GB   0 B / 36.86 kB      0
16/06/21 16:12:55
212 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.42%               692.4 MB / 16.78 GB   4.13%               12.66 MB / 1.815 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               431.8 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.6 MB / 1.199 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.16 MB / 16.78 GB   0.29%               2.295 GB / 1.029 GB   0 B / 36.86 kB      0
16/06/21 16:12:57
214 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        1.34%               692.4 MB / 16.78 GB   4.13%               12.67 MB / 1.819 MB   0 B / 69.63 kB      0
6fcb7d6556d0        9.99%               102 MB / 16.78 GB     0.61%               431.9 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        2.63%               7.725 MB / 16.78 GB   0.05%               332.7 MB / 1.199 GB   0 B / 0 B           0
942b37b9b20c        22.30%              49.28 MB / 16.78 GB   0.29%               2.296 GB / 1.03 GB    0 B / 36.86 kB      0
16/06/21 16:12:59
216 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.86%               692.5 MB / 16.78 GB   4.13%               12.68 MB / 1.825 MB   0 B / 69.63 kB      0
6fcb7d6556d0        3.91%               101.7 MB / 16.78 GB   0.61%               432 MB / 1.059 GB     0 B / 5.632 MB      0
a807a17d1bd8        1.11%               7.725 MB / 16.78 GB   0.05%               332.8 MB / 1.2 GB     0 B / 0 B           0
942b37b9b20c        9.76%               48.94 MB / 16.78 GB   0.29%               2.296 GB / 1.03 GB    0 B / 36.86 kB      0
16/06/21 16:13:01
218 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.42%               692.4 MB / 16.78 GB   4.13%               12.69 MB / 1.827 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               432.1 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.8 MB / 1.2 GB     0 B / 0 B           0
942b37b9b20c        0.03%               48.91 MB / 16.78 GB   0.29%               2.296 GB / 1.03 GB    0 B / 36.86 kB      0
16/06/21 16:13:03
220 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.43%               692.4 MB / 16.78 GB   4.13%               12.69 MB / 1.827 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               432.1 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.8 MB / 1.2 GB     0 B / 0 B           0
942b37b9b20c        0.03%               48.91 MB / 16.78 GB   0.29%               2.296 GB / 1.03 GB    0 B / 36.86 kB      0
16/06/21 16:13:05
222 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.43%               692.4 MB / 16.78 GB   4.13%               12.69 MB / 1.827 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               432.1 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.8 MB / 1.2 GB     0 B / 0 B           0
942b37b9b20c        0.03%               48.91 MB / 16.78 GB   0.29%               2.296 GB / 1.03 GB    0 B / 36.86 kB      0
16/06/21 16:13:07
224 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        1.04%               692.4 MB / 16.78 GB   4.13%               12.69 MB / 1.83 MB    0 B / 69.63 kB      0
6fcb7d6556d0        2.52%               102 MB / 16.78 GB     0.61%               432.1 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.40%               7.725 MB / 16.78 GB   0.05%               332.8 MB / 1.2 GB     0 B / 0 B           0
942b37b9b20c        12.86%              49.17 MB / 16.78 GB   0.29%               2.297 GB / 1.03 GB    0 B / 36.86 kB      0
16/06/21 16:13:09
226 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.86%               698.8 MB / 16.78 GB   4.17%               12.7 MB / 1.836 MB    0 B / 69.63 kB      0
6fcb7d6556d0        2.16%               101.7 MB / 16.78 GB   0.61%               432.3 MB / 1.059 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.15%               7.725 MB / 16.78 GB   0.05%               332.9 MB / 1.2 GB     0 B / 0 B           0
942b37b9b20c        9.81%               49.17 MB / 16.78 GB   0.29%               2.297 GB / 1.03 GB    0 B / 36.86 kB      0
16/06/21 16:13:11
228 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O              BLOCK I/O           PIDS
f2b9f2d5b748        0.39%               698.7 MB / 16.78 GB   4.16%               12.7 MB / 1.838 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.10%               101.7 MB / 16.78 GB   0.61%               432.3 MB / 1.06 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.9 MB / 1.2 GB    0 B / 0 B           0
942b37b9b20c        0.03%               49.17 MB / 16.78 GB   0.29%               2.297 GB / 1.03 GB   0 B / 36.86 kB      0
16/06/21 16:13:13
230 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O              BLOCK I/O           PIDS
f2b9f2d5b748        0.40%               698.7 MB / 16.78 GB   4.16%               12.7 MB / 1.838 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               432.3 MB / 1.06 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.9 MB / 1.2 GB    0 B / 0 B           0
942b37b9b20c        0.02%               49.17 MB / 16.78 GB   0.29%               2.297 GB / 1.03 GB   0 B / 36.86 kB      0
16/06/21 16:13:15
232 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O              BLOCK I/O           PIDS
f2b9f2d5b748        0.44%               698.7 MB / 16.78 GB   4.16%               12.7 MB / 1.838 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               432.3 MB / 1.06 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               332.9 MB / 1.2 GB    0 B / 0 B           0
942b37b9b20c        0.03%               49.17 MB / 16.78 GB   0.29%               2.297 GB / 1.03 GB   0 B / 36.86 kB      0
16/06/21 16:13:17
234 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O              BLOCK I/O           PIDS
f2b9f2d5b748        0.98%               698.7 MB / 16.78 GB   4.16%               12.71 MB / 1.84 MB   0 B / 69.63 kB      0
6fcb7d6556d0        4.49%               101.9 MB / 16.78 GB   0.61%               432.3 MB / 1.06 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.44%               7.725 MB / 16.78 GB   0.05%               333 MB / 1.2 GB      0 B / 0 B           0
942b37b9b20c        11.20%              49.03 MB / 16.78 GB   0.29%               2.298 GB / 1.03 GB   0 B / 36.86 kB      0
16/06/21 16:13:19
236 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.84%               698.7 MB / 16.78 GB   4.16%               12.72 MB / 1.848 MB   0 B / 69.63 kB      0
6fcb7d6556d0        4.32%               101.7 MB / 16.78 GB   0.61%               432.5 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        1.14%               7.725 MB / 16.78 GB   0.05%               333.1 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        10.30%              48.95 MB / 16.78 GB   0.29%               2.298 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:21
238 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.47%               698.7 MB / 16.78 GB   4.16%               12.72 MB / 1.85 MB    0 B / 69.63 kB      0
6fcb7d6556d0        2.37%               101.7 MB / 16.78 GB   0.61%               432.5 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        0.41%               7.725 MB / 16.78 GB   0.05%               333.1 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        3.67%               49.21 MB / 16.78 GB   0.29%               2.298 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:23
240 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.40%               698.7 MB / 16.78 GB   4.16%               12.72 MB / 1.85 MB    0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               432.5 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.1 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.21 MB / 16.78 GB   0.29%               2.298 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:25
242 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.41%               698.7 MB / 16.78 GB   4.16%               12.72 MB / 1.85 MB    0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               432.5 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.1 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        0.02%               49.21 MB / 16.78 GB   0.29%               2.298 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:27
244 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.85%               698.7 MB / 16.78 GB   4.16%               12.72 MB / 1.851 MB   0 B / 69.63 kB      0
6fcb7d6556d0        1.06%               101.7 MB / 16.78 GB   0.61%               432.5 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        1.00%               7.725 MB / 16.78 GB   0.05%               333.1 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        8.64%               49.05 MB / 16.78 GB   0.29%               2.298 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:29
246 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.79%               698.7 MB / 16.78 GB   4.16%               12.73 MB / 1.858 MB   0 B / 69.63 kB      0
6fcb7d6556d0        2.19%               101.8 MB / 16.78 GB   0.61%               432.7 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        0.91%               7.725 MB / 16.78 GB   0.05%               333.2 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        8.78%               49.28 MB / 16.78 GB   0.29%               2.299 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:31
248 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.64%               698.7 MB / 16.78 GB   4.16%               12.73 MB / 1.86 MB    0 B / 69.63 kB      0
6fcb7d6556d0        1.82%               101.7 MB / 16.78 GB   0.61%               432.7 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        0.52%               7.725 MB / 16.78 GB   0.05%               333.2 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        8.02%               49.43 MB / 16.78 GB   0.29%               2.299 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:33
250 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.42%               698.7 MB / 16.78 GB   4.16%               12.73 MB / 1.86 MB    0 B / 69.63 kB      0
6fcb7d6556d0        0.09%               101.7 MB / 16.78 GB   0.61%               432.7 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.2 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.18 MB / 16.78 GB   0.29%               2.299 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:35
252 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.42%               698.7 MB / 16.78 GB   4.16%               12.73 MB / 1.86 MB    0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               432.7 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.2 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.18 MB / 16.78 GB   0.29%               2.299 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:37
254 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.64%               698.7 MB / 16.78 GB   4.16%               12.73 MB / 1.861 MB   0 B / 69.63 kB      0
6fcb7d6556d0        1.87%               101.8 MB / 16.78 GB   0.61%               432.7 MB / 1.06 GB    0 B / 5.632 MB      0
a807a17d1bd8        1.07%               7.725 MB / 16.78 GB   0.05%               333.2 MB / 1.201 GB   0 B / 0 B           0
942b37b9b20c        5.42%               49.55 MB / 16.78 GB   0.30%               2.299 GB / 1.031 GB   0 B / 36.86 kB      0
16/06/21 16:13:39
256 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.66%               698.7 MB / 16.78 GB   4.16%               12.75 MB / 1.87 MB    0 B / 69.63 kB      0
6fcb7d6556d0        3.89%               101.8 MB / 16.78 GB   0.61%               432.9 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.93%               7.725 MB / 16.78 GB   0.05%               333.3 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        10.54%              49.35 MB / 16.78 GB   0.29%               2.3 GB / 1.031 GB     0 B / 36.86 kB      0
16/06/21 16:13:41
258 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.80%               698.7 MB / 16.78 GB   4.16%               12.76 MB / 1.872 MB   0 B / 69.63 kB      0
6fcb7d6556d0        3.92%               101.7 MB / 16.78 GB   0.61%               432.9 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.07%               7.725 MB / 16.78 GB   0.05%               333.4 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        11.12%              48.96 MB / 16.78 GB   0.29%               2.3 GB / 1.031 GB     0 B / 36.86 kB      0
16/06/21 16:13:43
260 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.42%               698.7 MB / 16.78 GB   4.16%               12.76 MB / 1.872 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               432.9 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.4 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.96 MB / 16.78 GB   0.29%               2.3 GB / 1.031 GB     0 B / 36.86 kB      0
16/06/21 16:13:45
262 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.43%               698.7 MB / 16.78 GB   4.16%               12.76 MB / 1.872 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               432.9 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.4 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.96 MB / 16.78 GB   0.29%               2.3 GB / 1.031 GB     0 B / 36.86 kB      0
16/06/21 16:13:47
264 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.40%               698.7 MB / 16.78 GB   4.16%               12.76 MB / 1.872 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               432.9 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.4 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        0.02%               48.96 MB / 16.78 GB   0.29%               2.3 GB / 1.031 GB     0 B / 36.86 kB      0
16/06/21 16:13:49
266 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        1.38%               698.7 MB / 16.78 GB   4.16%               12.77 MB / 1.88 MB    0 B / 69.63 kB      0
6fcb7d6556d0        2.00%               101.7 MB / 16.78 GB   0.61%               433.1 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.78%               7.725 MB / 16.78 GB   0.05%               333.4 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        6.30%               49.33 MB / 16.78 GB   0.29%               2.301 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:13:51
268 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.89%               698.7 MB / 16.78 GB   4.16%               12.77 MB / 1.883 MB   0 B / 69.63 kB      0
6fcb7d6556d0        2.51%               101.7 MB / 16.78 GB   0.61%               433.1 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.20%               7.725 MB / 16.78 GB   0.05%               333.5 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        10.41%              49.23 MB / 16.78 GB   0.29%               2.301 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:13:53
270 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.42%               698.7 MB / 16.78 GB   4.16%               12.77 MB / 1.883 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               433.1 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.5 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        0.02%               49.23 MB / 16.78 GB   0.29%               2.301 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:13:55
272 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.39%               698.7 MB / 16.78 GB   4.16%               12.77 MB / 1.883 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               433.1 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.5 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.23 MB / 16.78 GB   0.29%               2.301 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:13:57
274 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.41%               698.7 MB / 16.78 GB   4.16%               12.77 MB / 1.883 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               433.1 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.01%               7.725 MB / 16.78 GB   0.05%               333.5 MB / 1.202 GB   0 B / 0 B           0
942b37b9b20c        0.03%               49.23 MB / 16.78 GB   0.29%               2.301 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:13:59
276 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.81%               698.7 MB / 16.78 GB   4.16%               13.17 MB / 1.896 MB   0 B / 69.63 kB      0
6fcb7d6556d0        3.89%               101.7 MB / 16.78 GB   0.61%               433.3 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.01%               7.725 MB / 16.78 GB   0.05%               333.6 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        9.18%               49.23 MB / 16.78 GB   0.29%               2.302 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:14:01
278 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.83%               698.7 MB / 16.78 GB   4.16%               13.18 MB / 1.9 MB     0 B / 69.63 kB      0
6fcb7d6556d0        3.95%               101.7 MB / 16.78 GB   0.61%               433.3 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.04%               7.725 MB / 16.78 GB   0.05%               333.6 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        9.95%               49.21 MB / 16.78 GB   0.29%               2.302 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:14:03
280 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.41%               698.7 MB / 16.78 GB   4.16%               13.18 MB / 1.9 MB     0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               433.3 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.6 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.97 MB / 16.78 GB   0.29%               2.302 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:14:05
282 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.41%               698.7 MB / 16.78 GB   4.16%               13.18 MB / 1.9 MB     0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               433.3 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.6 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.97 MB / 16.78 GB   0.29%               2.302 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:14:07
284 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.43%               698.7 MB / 16.78 GB   4.16%               13.18 MB / 1.9 MB     0 B / 69.63 kB      0
6fcb7d6556d0        0.08%               101.7 MB / 16.78 GB   0.61%               433.3 MB / 1.061 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.01%               7.725 MB / 16.78 GB   0.05%               333.6 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.97 MB / 16.78 GB   0.29%               2.302 GB / 1.032 GB   0 B / 36.86 kB      0
16/06/21 16:14:09
286 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        1.81%               698.7 MB / 16.78 GB   4.16%               13.24 MB / 1.91 MB    0 B / 69.63 kB      0
6fcb7d6556d0        5.47%               101.7 MB / 16.78 GB   0.61%               433.6 MB / 1.062 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.82%               7.725 MB / 16.78 GB   0.05%               333.7 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        12.97%              49.43 MB / 16.78 GB   0.29%               2.303 GB / 1.033 GB   0 B / 36.86 kB      0
16/06/21 16:14:11
288 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.83%               698.7 MB / 16.78 GB   4.16%               13.24 MB / 1.912 MB   0 B / 69.63 kB      0
6fcb7d6556d0        2.24%               101.7 MB / 16.78 GB   0.61%               433.6 MB / 1.062 GB   0 B / 5.632 MB      0
a807a17d1bd8        1.04%               7.725 MB / 16.78 GB   0.05%               333.8 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        9.72%               49.44 MB / 16.78 GB   0.29%               2.303 GB / 1.033 GB   0 B / 36.86 kB      0
16/06/21 16:14:13
290 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.41%               698.7 MB / 16.78 GB   4.16%               13.24 MB / 1.912 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.06%               101.7 MB / 16.78 GB   0.61%               433.6 MB / 1.062 GB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               333.8 MB / 1.203 GB   0 B / 0 B           0
942b37b9b20c        0.02%               49.2 MB / 16.78 GB    0.29%               2.303 GB / 1.033 GB   0 B / 36.86 kB      0
16/06/21 16:14:15
292 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
f2b9f2d5b748        0.40%               698.7 MB / 16.78 GB   4.16%               13.24 MB / 1.912 MB   0 B / 69.63 kB      0
6fcb7d6556d0        0.07%               101.7 MB / 16.78 GB   0.61%               433.6 MB / 1.062 GB   0 B / 5.632 MB      0
