16/06/21 15:09:33
161 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.93%               1.01 GB / 16.78 GB    6.02%               14.67 MB / 1.932 MB   0 B / 77.82 kB      0
6fcb7d6556d0        3.71%               100.5 MB / 16.78 GB   0.60%               401.6 MB / 988.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.68%               7.725 MB / 16.78 GB   0.05%               310.8 MB / 1.121 GB   0 B / 0 B           0
942b37b9b20c        8.14%               48.74 MB / 16.78 GB   0.29%               2.145 GB / 962.6 MB   0 B / 36.86 kB      0
16/06/21 15:11:01
249 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.69%               1.01 GB / 16.78 GB    6.02%               14.67 MB / 1.932 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.5 MB / 16.78 GB   0.60%               401.6 MB / 988.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               310.8 MB / 1.121 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.66 MB / 16.78 GB   0.29%               2.145 GB / 962.6 MB   0 B / 36.86 kB      0
16/06/21 15:11:03
251 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.74%               1.01 GB / 16.78 GB    6.02%               14.67 MB / 1.932 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.5 MB / 16.78 GB   0.60%               401.6 MB / 988.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               310.8 MB / 1.121 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.66 MB / 16.78 GB   0.29%               2.145 GB / 962.6 MB   0 B / 36.86 kB      0
16/06/21 15:11:05
253 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.25%               1.01 GB / 16.78 GB    6.02%               14.68 MB / 1.939 MB   0 B / 77.82 kB      0
6fcb7d6556d0        13.15%              100.5 MB / 16.78 GB   0.60%               401.8 MB / 989.1 MB   0 B / 5.632 MB      0
a807a17d1bd8        3.92%               7.725 MB / 16.78 GB   0.05%               310.9 MB / 1.121 GB   0 B / 0 B           0
942b37b9b20c        40.38%              48.71 MB / 16.78 GB   0.29%               2.146 GB / 962.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:07
255 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        3.76%               1.01 GB / 16.78 GB    6.02%               15.1 MB / 1.957 MB    0 B / 77.82 kB      0
6fcb7d6556d0        9.30%               100.5 MB / 16.78 GB   0.60%               402.1 MB / 989.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.78%               7.725 MB / 16.78 GB   0.05%               311.1 MB / 1.122 GB   0 B / 0 B           0
942b37b9b20c        30.80%              49.04 MB / 16.78 GB   0.29%               2.147 GB / 963.8 MB   0 B / 36.86 kB      0
16/06/21 15:11:09
257 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.10%               1.01 GB / 16.78 GB    6.02%               15.1 MB / 1.96 MB     0 B / 77.82 kB      0
6fcb7d6556d0        4.27%               100.5 MB / 16.78 GB   0.60%               402.1 MB / 989.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        1.24%               7.725 MB / 16.78 GB   0.05%               311.1 MB / 1.122 GB   0 B / 0 B           0
942b37b9b20c        13.43%              48.93 MB / 16.78 GB   0.29%               2.147 GB / 963.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:11
259 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.72%               1.01 GB / 16.78 GB    6.02%               15.1 MB / 1.96 MB     0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.5 MB / 16.78 GB   0.60%               402.1 MB / 989.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               311.1 MB / 1.122 GB   0 B / 0 B           0
942b37b9b20c        0.02%               48.67 MB / 16.78 GB   0.29%               2.147 GB / 963.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:13
261 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.70%               1.01 GB / 16.78 GB    6.02%               15.1 MB / 1.96 MB     0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.5 MB / 16.78 GB   0.60%               402.1 MB / 989.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               311.1 MB / 1.122 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.67 MB / 16.78 GB   0.29%               2.147 GB / 963.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:15
263 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.26%               1.01 GB / 16.78 GB    6.02%               15.11 MB / 1.966 MB   0 B / 77.82 kB      0
6fcb7d6556d0        11.58%              100.6 MB / 16.78 GB   0.60%               402.2 MB / 990 MB     0 B / 5.632 MB      0
a807a17d1bd8        3.30%               7.725 MB / 16.78 GB   0.05%               311.2 MB / 1.122 GB   0 B / 0 B           0
942b37b9b20c        35.59%              48.47 MB / 16.78 GB   0.29%               2.148 GB / 964.1 MB   0 B / 36.86 kB      0
16/06/21 15:11:17
265 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        7.14%               1.01 GB / 16.78 GB    6.02%               15.19 MB / 1.98 MB    0 B / 77.82 kB      0
6fcb7d6556d0        14.89%              100.6 MB / 16.78 GB   0.60%               402.6 MB / 990.8 MB   0 B / 5.632 MB      0
a807a17d1bd8        4.29%               7.725 MB / 16.78 GB   0.05%               311.4 MB / 1.123 GB   0 B / 0 B           0
942b37b9b20c        46.71%              48.83 MB / 16.78 GB   0.29%               2.149 GB / 964.7 MB   0 B / 36.86 kB      0
16/06/21 15:11:19
267 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.55%               1.014 GB / 16.78 GB   6.05%               15.21 MB / 1.985 MB   0 B / 77.82 kB      0
6fcb7d6556d0        4.84%               100.5 MB / 16.78 GB   0.60%               402.7 MB / 991 MB     0 B / 5.632 MB      0
a807a17d1bd8        1.47%               7.725 MB / 16.78 GB   0.05%               311.5 MB / 1.123 GB   0 B / 0 B           0
942b37b9b20c        16.97%              48.82 MB / 16.78 GB   0.29%               2.15 GB / 965 MB      0 B / 36.86 kB      0
16/06/21 15:11:21
269 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.71%               1.014 GB / 16.78 GB   6.05%               15.21 MB / 1.985 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.5 MB / 16.78 GB   0.60%               402.7 MB / 991 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               311.5 MB / 1.123 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.73 MB / 16.78 GB   0.29%               2.15 GB / 965 MB      0 B / 36.86 kB      0
16/06/21 15:11:23
271 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.71%               1.014 GB / 16.78 GB   6.05%               15.21 MB / 1.985 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.06%               100.5 MB / 16.78 GB   0.60%               402.7 MB / 991 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               311.5 MB / 1.123 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.73 MB / 16.78 GB   0.29%               2.15 GB / 965 MB      0 B / 36.86 kB      0
16/06/21 15:11:25
273 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.13%               1.014 GB / 16.78 GB   6.05%               15.21 MB / 1.991 MB   0 B / 77.82 kB      0
6fcb7d6556d0        11.02%              100.5 MB / 16.78 GB   0.60%               402.8 MB / 991.2 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.92%               7.725 MB / 16.78 GB   0.05%               311.5 MB / 1.124 GB   0 B / 0 B           0
942b37b9b20c        29.18%              48.67 MB / 16.78 GB   0.29%               2.15 GB / 965.1 MB    0 B / 36.86 kB      0
16/06/21 15:11:27
275 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.56%               1.014 GB / 16.78 GB   6.05%               15.24 MB / 2.002 MB   0 B / 77.82 kB      0
6fcb7d6556d0        8.27%               100.5 MB / 16.78 GB   0.60%               403.1 MB / 991.7 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.35%               7.725 MB / 16.78 GB   0.05%               311.7 MB / 1.124 GB   0 B / 0 B           0
942b37b9b20c        22.30%              48.66 MB / 16.78 GB   0.29%               2.151 GB / 965.6 MB   0 B / 36.86 kB      0
16/06/21 15:11:29
277 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.52%               1.014 GB / 16.78 GB   6.05%               15.26 MB / 2.009 MB   0 B / 77.82 kB      0
6fcb7d6556d0        9.34%               100.6 MB / 16.78 GB   0.60%               403.3 MB / 992.2 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.34%               7.725 MB / 16.78 GB   0.05%               311.8 MB / 1.125 GB   0 B / 0 B           0
942b37b9b20c        22.30%              48.8 MB / 16.78 GB    0.29%               2.152 GB / 965.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:31
279 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.67%               1.014 GB / 16.78 GB   6.05%               15.26 MB / 2.009 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.5 MB / 16.78 GB   0.60%               403.3 MB / 992.2 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               311.8 MB / 1.125 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.69 MB / 16.78 GB   0.29%               2.152 GB / 965.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:33
281 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.69%               1.014 GB / 16.78 GB   6.05%               15.26 MB / 2.009 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.06%               100.5 MB / 16.78 GB   0.60%               403.3 MB / 992.2 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               311.8 MB / 1.125 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.69 MB / 16.78 GB   0.29%               2.152 GB / 965.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:35
283 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.56%               1.014 GB / 16.78 GB   6.05%               15.26 MB / 2.012 MB   0 B / 77.82 kB      0
6fcb7d6556d0        3.39%               100.6 MB / 16.78 GB   0.60%               403.4 MB / 992.3 MB   0 B / 5.632 MB      0
a807a17d1bd8        1.59%               7.725 MB / 16.78 GB   0.05%               311.8 MB / 1.125 GB   0 B / 0 B           0
942b37b9b20c        14.31%              48.82 MB / 16.78 GB   0.29%               2.152 GB / 966 MB     0 B / 36.86 kB      0
16/06/21 15:11:37
285 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.37%               1.019 GB / 16.78 GB   6.07%               15.29 MB / 2.025 MB   0 B / 77.82 kB      0
6fcb7d6556d0        7.94%               100.5 MB / 16.78 GB   0.60%               403.7 MB / 992.9 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.39%               7.725 MB / 16.78 GB   0.05%               312 MB / 1.125 GB     0 B / 0 B           0
942b37b9b20c        23.72%              48.82 MB / 16.78 GB   0.29%               2.154 GB / 966.6 MB   0 B / 36.86 kB      0
16/06/21 15:11:39
287 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.92%               1.019 GB / 16.78 GB   6.07%               15.31 MB / 2.032 MB   0 B / 77.82 kB      0
6fcb7d6556d0        8.36%               100.5 MB / 16.78 GB   0.60%               403.9 MB / 993.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.44%               7.725 MB / 16.78 GB   0.05%               312.2 MB / 1.126 GB   0 B / 0 B           0
942b37b9b20c        23.04%              48.97 MB / 16.78 GB   0.29%               2.154 GB / 966.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:41
289 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.78%               1.019 GB / 16.78 GB   6.07%               15.31 MB / 2.032 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.5 MB / 16.78 GB   0.60%               403.9 MB / 993.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.2 MB / 1.126 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.75 MB / 16.78 GB   0.29%               2.154 GB / 966.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:43
291 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.74%               1.019 GB / 16.78 GB   6.07%               15.31 MB / 2.032 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.5 MB / 16.78 GB   0.60%               403.9 MB / 993.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.2 MB / 1.126 GB   0 B / 0 B           0
942b37b9b20c        0.04%               48.75 MB / 16.78 GB   0.29%               2.154 GB / 966.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:45
293 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.10%               1.019 GB / 16.78 GB   6.07%               15.31 MB / 2.034 MB   0 B / 77.82 kB      0
6fcb7d6556d0        1.38%               100.6 MB / 16.78 GB   0.60%               403.9 MB / 993.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.56%               7.725 MB / 16.78 GB   0.05%               312.2 MB / 1.126 GB   0 B / 0 B           0
942b37b9b20c        5.84%               48.75 MB / 16.78 GB   0.29%               2.155 GB / 966.9 MB   0 B / 36.86 kB      0
16/06/21 15:11:47
295 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.76%               1.019 GB / 16.78 GB   6.07%               15.34 MB / 2.048 MB   0 B / 77.82 kB      0
6fcb7d6556d0        6.34%               100.5 MB / 16.78 GB   0.60%               404.3 MB / 994.1 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.15%               7.725 MB / 16.78 GB   0.05%               312.4 MB / 1.126 GB   0 B / 0 B           0
942b37b9b20c        20.74%              48.81 MB / 16.78 GB   0.29%               2.156 GB / 967.5 MB   0 B / 36.86 kB      0
16/06/21 15:11:49
297 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.54%               1.019 GB / 16.78 GB   6.07%               15.35 MB / 2.055 MB   0 B / 77.82 kB      0
6fcb7d6556d0        8.31%               100.6 MB / 16.78 GB   0.60%               404.5 MB / 994.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.22%               7.725 MB / 16.78 GB   0.05%               312.5 MB / 1.127 GB   0 B / 0 B           0
942b37b9b20c        22.85%              48.97 MB / 16.78 GB   0.29%               2.157 GB / 967.8 MB   0 B / 36.86 kB      0
16/06/21 15:11:51
299 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.75%               1.019 GB / 16.78 GB   6.07%               15.35 MB / 2.055 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.08%               100.6 MB / 16.78 GB   0.60%               404.5 MB / 994.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.5 MB / 1.127 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.73 MB / 16.78 GB   0.29%               2.157 GB / 967.8 MB   0 B / 36.86 kB      0
16/06/21 15:11:53
301 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.72%               1.019 GB / 16.78 GB   6.07%               15.35 MB / 2.055 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.6 MB / 16.78 GB   0.60%               404.5 MB / 994.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.5 MB / 1.127 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.73 MB / 16.78 GB   0.29%               2.157 GB / 967.8 MB   0 B / 36.86 kB      0
16/06/21 15:11:55
303 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.78%               1.019 GB / 16.78 GB   6.07%               15.35 MB / 2.055 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.6 MB / 16.78 GB   0.60%               404.5 MB / 994.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.5 MB / 1.127 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.73 MB / 16.78 GB   0.29%               2.157 GB / 967.8 MB   0 B / 36.86 kB      0
16/06/21 15:11:57
305 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        2.73%               1.019 GB / 16.78 GB   6.07%               15.39 MB / 2.071 MB   0 B / 77.82 kB      0
6fcb7d6556d0        7.14%               100.6 MB / 16.78 GB   0.60%               404.8 MB / 995.1 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.53%               7.725 MB / 16.78 GB   0.05%               312.7 MB / 1.128 GB   0 B / 0 B           0
942b37b9b20c        25.58%              48.85 MB / 16.78 GB   0.29%               2.158 GB / 968.4 MB   0 B / 36.86 kB      0
16/06/21 15:11:59
307 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.85%               1.019 GB / 16.78 GB   6.07%               15.4 MB / 2.078 MB    0 B / 77.82 kB      0
6fcb7d6556d0        8.15%               100.6 MB / 16.78 GB   0.60%               405 MB / 995.4 MB     0 B / 5.632 MB      0
a807a17d1bd8        2.40%               7.725 MB / 16.78 GB   0.05%               312.8 MB / 1.128 GB   0 B / 0 B           0
942b37b9b20c        23.21%              48.77 MB / 16.78 GB   0.29%               2.159 GB / 968.7 MB   0 B / 36.86 kB      0
16/06/21 15:12:01
309 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.70%               1.019 GB / 16.78 GB   6.07%               15.4 MB / 2.078 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.06%               100.6 MB / 16.78 GB   0.60%               405 MB / 995.4 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.8 MB / 1.128 GB   0 B / 0 B           0
942b37b9b20c        0.02%               48.77 MB / 16.78 GB   0.29%               2.159 GB / 968.7 MB   0 B / 36.86 kB      0
16/06/21 15:12:03
311 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.70%               1.019 GB / 16.78 GB   6.07%               15.4 MB / 2.078 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.06%               100.6 MB / 16.78 GB   0.60%               405 MB / 995.4 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.8 MB / 1.128 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.77 MB / 16.78 GB   0.29%               2.159 GB / 968.7 MB   0 B / 36.86 kB      0
16/06/21 15:12:05
313 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.77%               1.019 GB / 16.78 GB   6.07%               15.4 MB / 2.078 MB    0 B / 77.82 kB      0
6fcb7d6556d0        0.06%               100.6 MB / 16.78 GB   0.60%               405 MB / 995.4 MB     0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               312.8 MB / 1.128 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.77 MB / 16.78 GB   0.29%               2.159 GB / 968.7 MB   0 B / 36.86 kB      0
16/06/21 15:12:07
315 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        4.04%               1.019 GB / 16.78 GB   6.07%               15.83 MB / 2.1 MB     0 B / 77.82 kB      0
6fcb7d6556d0        7.93%               100.6 MB / 16.78 GB   0.60%               405.3 MB / 996.1 MB   0 B / 5.632 MB      0
a807a17d1bd8        3.15%               7.725 MB / 16.78 GB   0.05%               313 MB / 1.129 GB     0 B / 0 B           0
942b37b9b20c        33.45%              48.78 MB / 16.78 GB   0.29%               2.16 GB / 969.7 MB    0 B / 36.86 kB      0
16/06/21 15:12:09
317 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.87%               1.019 GB / 16.78 GB   6.07%               15.84 MB / 2.106 MB   0 B / 77.82 kB      0
6fcb7d6556d0        4.86%               100.6 MB / 16.78 GB   0.60%               405.5 MB / 996.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        1.80%               7.725 MB / 16.78 GB   0.05%               313.1 MB / 1.129 GB   0 B / 0 B           0
942b37b9b20c        19.26%              48.48 MB / 16.78 GB   0.29%               2.161 GB / 969.9 MB   0 B / 36.86 kB      0
16/06/21 15:12:11
319 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.71%               1.019 GB / 16.78 GB   6.07%               15.84 MB / 2.106 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.6 MB / 16.78 GB   0.60%               405.5 MB / 996.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               313.1 MB / 1.129 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.47 MB / 16.78 GB   0.29%               2.161 GB / 969.9 MB   0 B / 36.86 kB      0
16/06/21 15:12:13
321 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.70%               1.019 GB / 16.78 GB   6.07%               15.84 MB / 2.106 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.6 MB / 16.78 GB   0.60%               405.5 MB / 996.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               313.1 MB / 1.129 GB   0 B / 0 B           0
942b37b9b20c        0.03%               48.47 MB / 16.78 GB   0.29%               2.161 GB / 969.9 MB   0 B / 36.86 kB      0
16/06/21 15:12:15
323 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.74%               1.019 GB / 16.78 GB   6.07%               15.84 MB / 2.106 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.6 MB / 16.78 GB   0.60%               405.5 MB / 996.4 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               313.1 MB / 1.129 GB   0 B / 0 B           0
942b37b9b20c        0.02%               48.47 MB / 16.78 GB   0.29%               2.161 GB / 969.9 MB   0 B / 36.86 kB      0
16/06/21 15:12:17
325 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        3.65%               1.019 GB / 16.78 GB   6.07%               16.25 MB / 2.126 MB   0 B / 77.82 kB      0
6fcb7d6556d0        10.43%              100.6 MB / 16.78 GB   0.60%               405.7 MB / 996.9 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.97%               7.725 MB / 16.78 GB   0.05%               313.3 MB / 1.13 GB    0 B / 0 B           0
942b37b9b20c        31.45%              48.91 MB / 16.78 GB   0.29%               2.162 GB / 970.8 MB   0 B / 36.86 kB      0
16/06/21 15:12:19
327 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        1.60%               1.019 GB / 16.78 GB   6.07%               16.26 MB / 2.133 MB   0 B / 77.82 kB      0
6fcb7d6556d0        9.02%               100.6 MB / 16.78 GB   0.60%               405.9 MB / 997.2 MB   0 B / 5.632 MB      0
a807a17d1bd8        2.37%               7.725 MB / 16.78 GB   0.05%               313.4 MB / 1.13 GB    0 B / 0 B           0
942b37b9b20c        24.17%              48.88 MB / 16.78 GB   0.29%               2.163 GB / 971 MB     0 B / 36.86 kB      0
16/06/21 15:12:21
329 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.73%               1.019 GB / 16.78 GB   6.07%               16.26 MB / 2.133 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.07%               100.6 MB / 16.78 GB   0.60%               405.9 MB / 997.2 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               313.4 MB / 1.13 GB    0 B / 0 B           0
942b37b9b20c        0.02%               48.75 MB / 16.78 GB   0.29%               2.163 GB / 971 MB     0 B / 36.86 kB      0
16/06/21 15:12:23
331 seconds passed 
CONTAINER           CPU %               MEM USAGE / LIMIT     MEM %               NET I/O               BLOCK I/O           PIDS
5b99ba7a321b        0.69%               1.019 GB / 16.78 GB   6.07%               16.26 MB / 2.133 MB   0 B / 77.82 kB      0
6fcb7d6556d0        0.06%               100.6 MB / 16.78 GB   0.60%               405.9 MB / 997.2 MB   0 B / 5.632 MB      0
a807a17d1bd8        0.00%               7.725 MB / 16.78 GB   0.05%               313.4 MB / 1.13 GB    0 B / 0 B           0
942b37b9b20c        0.03%               48.75 MB / 16.78 GB   0.29%               2.163 GB / 971 MB     0 B / 36.86 kB      0
16/06/21 15:12:25
333 seconds passed 
